TestID,Scenario,SortMode,BiasFactor,BiasCap,VoxelSize,TileSize,AvgLength,Cohesion,TimeMs
3398,Chinese Wall,Misto,0.75,0.01,0.050,32,25.88,14.1750,3
3399,Chinese Wall,Misto,0.75,0.01,0.050,64,26.12,14.5574,1
3400,Chinese Wall,Misto,0.75,0.01,0.050,128,26.13,16.0417,1
3401,Chinese Wall,Misto,0.75,0.01,0.100,16,25.86,14.4557,3
3402,Chinese Wall,Misto,0.75,0.01,0.100,32,26.05,14.7049,4
3403,Chinese Wall,Misto,0.75,0.01,0.100,64,26.12,16.0417,1
3404,Chinese Wall,Misto,0.75,0.01,0.100,128,27.39,17.1463,1
3405,Chinese Wall,Misto,0.75,0.01,0.160,16,25.93,14.8209,2
3406,Chinese Wall,Misto,0.75,0.01,0.160,32,25.92,16.4808,1
3407,Chinese Wall,Misto,0.75,0.01,0.160,64,25.81,17.2046,1
3408,Chinese Wall,Misto,0.75,0.01,0.160,128,26.48,16.7949,0
3409,Chinese Wall,Misto,0.75,0.50,0.020,16,26.72,11.9238,64
3410,Chinese Wall,Misto,0.75,0.50,0.020,32,26.78,12.9693,16
3411,Chinese Wall,Misto,0.75,0.50,0.020,64,26.08,14.5158,5
3412,Chinese Wall,Misto,0.75,0.50,0.020,128,25.97,14.8209,2
3413,Chinese Wall,Misto,0.75,0.50,0.050,16,26.45,13.4640,9
3414,Chinese Wall,Misto,0.75,0.50,0.050,32,25.88,14.1750,3
3415,Chinese Wall,Misto,0.75,0.50,0.050,64,26.12,14.5574,1
3416,Chinese Wall,Misto,0.75,0.50,0.050,128,26.13,16.0417,1
3417,Chinese Wall,Misto,0.75,0.50,0.100,16,25.85,14.0988,7
3418,Chinese Wall,Misto,0.75,0.50,0.100,32,26.05,14.7049,1
3419,Chinese Wall,Misto,0.75,0.50,0.100,64,26.12,16.0417,1
3420,Chinese Wall,Misto,0.75,0.50,0.100,128,27.39,17.1463,1
3421,Chinese Wall,Misto,0.75,0.50,0.160,16,25.93,14.8209,1
3422,Chinese Wall,Misto,0.75,0.50,0.160,32,25.88,16.4423,1
3423,Chinese Wall,Misto,0.75,0.50,0.160,64,25.81,17.2046,1
3424,Chinese Wall,Misto,0.75,0.50,0.160,128,26.48,16.7949,3
3425,Chinese Wall,Misto,0.75,0.75,0.020,16,26.68,11.6786,80
3426,Chinese Wall,Misto,0.75,0.75,0.020,32,26.59,12.6108,15
3427,Chinese Wall,Misto,0.75,0.75,0.020,64,26.04,13.9091,7
3428,Chinese Wall,Misto,0.75,0.75,0.020,128,25.96,14.7911,2
3429,Chinese Wall,Misto,0.75,0.75,0.050,16,26.40,12.7273,12
3430,Chinese Wall,Misto,0.75,0.75,0.050,32,25.88,14.1750,3
3431,Chinese Wall,Misto,0.75,0.75,0.050,64,26.06,14.5574,1
3432,Chinese Wall,Misto,0.75,0.75,0.050,128,25.92,15.6735,1
3433,Chinese Wall,Misto,0.75,0.75,0.100,16,25.84,14.0988,9
3434,Chinese Wall,Misto,0.75,0.75,0.100,32,26.05,14.7049,1
3435,Chinese Wall,Misto,0.75,0.75,0.100,64,25.90,15.6735,1
3436,Chinese Wall,Misto,0.75,0.75,0.100,128,27.25,16.2558,1
3437,Chinese Wall,Misto,0.75,0.75,0.160,16,25.92,14.7911,1
3438,Chinese Wall,Misto,0.75,0.75,0.160,32,25.80,16.3269,1
3439,Chinese Wall,Misto,0.75,0.75,0.160,64,25.59,16.2826,1
3440,Chinese Wall,Misto,0.75,0.75,0.160,128,26.48,16.7949,0
3441,Chinese Wall,Misto,0.75,1.00,0.020,16,26.25,6.4428,381
3442,Chinese Wall,Misto,0.75,1.00,0.020,32,25.88,6.6149,43
3443,Chinese Wall,Misto,0.75,1.00,0.020,64,26.03,12.5413,14
3444,Chinese Wall,Misto,0.75,1.00,0.020,128,25.80,14.5294,3
3445,Chinese Wall,Misto,0.75,1.00,0.050,16,26.35,10.6774,30
3446,Chinese Wall,Misto,0.75,1.00,0.050,32,25.80,13.6145,5
3447,Chinese Wall,Misto,0.75,1.00,0.050,64,25.69,8.4808,2
3448,Chinese Wall,Misto,0.75,1.00,0.050,128,25.86,15.6531,1
3449,Chinese Wall,Misto,0.75,1.00,0.100,16,25.82,13.5476,5
3450,Chinese Wall,Misto,0.75,1.00,0.100,32,25.68,8.4762,2
3451,Chinese Wall,Misto,0.75,1.00,0.100,64,25.85,15.6531,4
3452,Chinese Wall,Misto,0.75,1.00,0.100,128,27.15,16.2093,1
3453,Chinese Wall,Misto,0.75,1.00,0.160,16,25.77,14.5294,2
3454,Chinese Wall,Misto,0.75,1.00,0.160,32,25.62,16.2500,1
3455,Chinese Wall,Misto,0.75,1.00,0.160,64,26.00,13.6731,1
3456,Chinese Wall,Misto,0.75,1.00,0.160,128,26.48,16.7949,1
3457,Chinese Wall,Misto,0.90,0.01,0.020,16,26.72,12.0873,62
3458,Chinese Wall,Misto,0.90,0.01,0.020,32,26.82,13.2250,19
3459,Chinese Wall,Misto,0.90,0.01,0.020,64,26.08,14.5158,5
3460,Chinese Wall,Misto,0.90,0.01,0.020,128,25.97,14.8209,2
3461,Chinese Wall,Misto,0.90,0.01,0.050,16,26.44,13.3571,10
3462,Chinese Wall,Misto,0.90,0.01,0.050,32,25.88,14.1750,3
3463,Chinese Wall,Misto,0.90,0.01,0.050,64,26.12,14.5574,1
3464,Chinese Wall,Misto,0.90,0.01,0.050,128,26.13,16.0417,1
3465,Chinese Wall,Misto,0.90,0.01,0.100,16,25.88,14.0988,3
3466,Chinese Wall,Misto,0.90,0.01,0.100,32,26.05,14.7049,1
3467,Chinese Wall,Misto,0.90,0.01,0.100,64,26.12,16.0417,1
3468,Chinese Wall,Misto,0.90,0.01,0.100,128,27.39,17.1463,1
3469,Chinese Wall,Misto,0.90,0.01,0.160,16,25.93,14.8209,2
3470,Chinese Wall,Misto,0.90,0.01,0.160,32,25.92,16.4808,1
3471,Chinese Wall,Misto,0.90,0.01,0.160,64,25.81,17.2046,1
3472,Chinese Wall,Misto,0.90,0.01,0.160,128,26.48,16.7949,0
3473,Chinese Wall,Misto,0.90,0.50,0.020,16,26.72,12.0873,75
3474,Chinese Wall,Misto,0.90,0.50,0.020,32,26.82,13.2250,21
3475,Chinese Wall,Misto,0.90,0.50,0.020,64,26.08,14.5158,5
3476,Chinese Wall,Misto,0.90,0.50,0.020,128,25.97,14.8209,2
3477,Chinese Wall,Misto,0.90,0.50,0.050,16,26.45,13.3571,10
3478,Chinese Wall,Misto,0.90,0.50,0.050,32,25.88,14.1750,3
3479,Chinese Wall,Misto,0.90,0.50,0.050,64,26.12,14.5574,1
3480,Chinese Wall,Misto,0.90,0.50,0.050,128,26.13,16.0417,1
3481,Chinese Wall,Misto,0.90,0.50,0.100,16,25.88,14.0988,3
3482,Chinese Wall,Misto,0.90,0.50,0.100,32,26.05,14.7049,4
3483,Chinese Wall,Misto,0.90,0.50,0.100,64,26.12,16.0417,1
3484,Chinese Wall,Misto,0.90,0.50,0.100,128,27.39,17.1463,1
3485,Chinese Wall,Misto,0.90,0.50,0.160,16,25.93,14.8209,1
3486,Chinese Wall,Misto,0.90,0.50,0.160,32,25.92,16.4808,1
3487,Chinese Wall,Misto,0.90,0.50,0.160,64,25.81,17.2046,1
3488,Chinese Wall,Misto,0.90,0.50,0.160,128,26.48,16.7949,0
3489,Chinese Wall,Misto,0.90,0.75,0.020,16,26.69,11.7582,83
3490,Chinese Wall,Misto,0.90,0.75,0.020,32,26.66,12.7758,19
3491,Chinese Wall,Misto,0.90,0.75,0.020,64,26.06,13.9192,5
3492,Chinese Wall,Misto,0.90,0.75,0.020,128,25.96,14.7911,2
3493,Chinese Wall,Misto,0.90,0.75,0.050,16,26.38,13.0310,10
3494,Chinese Wall,Misto,0.90,0.75,0.050,32,25.88,14.1750,3
3495,Chinese Wall,Misto,0.90,0.75,0.050,64,26.06,14.5574,1
3496,Chinese Wall,Misto,0.90,0.75,0.050,128,25.92,15.6735,1
3497,Chinese Wall,Misto,0.90,0.75,0.100,16,25.86,14.0988,6
3498,Chinese Wall,Misto,0.90,0.75,0.100,32,26.05,14.7049,1
3499,Chinese Wall,Misto,0.90,0.75,0.100,64,25.90,15.6735,1
3500,Chinese Wall,Misto,0.90,0.75,0.100,128,27.25,16.3023,1
3501,Chinese Wall,Misto,0.90,0.75,0.160,16,25.92,14.7911,1
3502,Chinese Wall,Misto,0.90,0.75,0.160,32,25.81,16.3654,1
3503,Chinese Wall,Misto,0.90,0.75,0.160,64,25.59,16.2826,1
3504,Chinese Wall,Misto,0.90,0.75,0.160,128,26.48,16.7949,0
3505,Chinese Wall,Misto,0.90,1.00,0.020,16,26.25,6.4428,388
3506,Chinese Wall,Misto,0.90,1.00,0.020,32,25.88,6.6149,43
3507,Chinese Wall,Misto,0.90,1.00,0.020,64,26.03,12.5413,13
3508,Chinese Wall,Misto,0.90,1.00,0.020,128,25.80,14.5294,3
3509,Chinese Wall,Misto,0.90,1.00,0.050,16,26.35,10.6774,33
3510,Chinese Wall,Misto,0.90,1.00,0.050,32,25.80,13.6145,5
3511,Chinese Wall,Misto,0.90,1.00,0.050,64,25.69,8.4808,1
3512,Chinese Wall,Misto,0.90,1.00,0.050,128,25.86,15.6531,1
3513,Chinese Wall,Misto,0.90,1.00,0.100,16,25.82,13.5476,5
3514,Chinese Wall,Misto,0.90,1.00,0.100,32,25.68,8.4762,2
3515,Chinese Wall,Misto,0.90,1.00,0.100,64,25.85,15.6531,1
3516,Chinese Wall,Misto,0.90,1.00,0.100,128,27.15,16.2093,1
3517,Chinese Wall,Misto,0.90,1.00,0.160,16,25.77,14.5294,2
3518,Chinese Wall,Misto,0.90,1.00,0.160,32,25.62,16.2500,1
3519,Chinese Wall,Misto,0.90,1.00,0.160,64,26.00,13.6731,1
3520,Chinese Wall,Misto,0.90,1.00,0.160,128,26.48,16.7949,0
3521,Chinese Wall,Misto,0.95,0.01,0.020,16,26.72,12.0873,74
3522,Chinese Wall,Misto,0.95,0.01,0.020,32,26.81,12.9693,17
3523,Chinese Wall,Misto,0.95,0.01,0.020,64,26.09,13.3592,5
3524,Chinese Wall,Misto,0.95,0.01,0.020,128,25.95,14.8209,2
3525,Chinese Wall,Misto,0.95,0.01,0.050,16,26.47,12.6316,17
3526,Chinese Wall,Misto,0.95,0.01,0.050,32,25.88,14.1750,3
3527,Chinese Wall,Misto,0.95,0.01,0.050,64,26.06,14.5574,1
3528,Chinese Wall,Misto,0.95,0.01,0.050,128,26.13,16.0417,1
3529,Chinese Wall,Misto,0.95,0.01,0.100,16,25.88,14.0988,3
3530,Chinese Wall,Misto,0.95,0.01,0.100,32,26.05,14.7049,1
3531,Chinese Wall,Misto,0.95,0.01,0.100,64,26.12,16.0417,1
3532,Chinese Wall,Misto,0.95,0.01,0.100,128,27.39,17.1463,4
3533,Chinese Wall,Misto,0.95,0.01,0.160,16,25.91,14.8209,2
3534,Chinese Wall,Misto,0.95,0.01,0.160,32,25.92,16.4808,1
3535,Chinese Wall,Misto,0.95,0.01,0.160,64,25.81,17.2046,1
3536,Chinese Wall,Misto,0.95,0.01,0.160,128,26.48,16.7949,0
3537,Chinese Wall,Misto,0.95,0.50,0.020,16,26.72,12.0873,75
3538,Chinese Wall,Misto,0.95,0.50,0.020,32,26.81,12.9693,17
3539,Chinese Wall,Misto,0.95,0.50,0.020,64,26.09,13.3592,5
3540,Chinese Wall,Misto,0.95,0.50,0.020,128,25.95,14.8209,7
3541,Chinese Wall,Misto,0.95,0.50,0.050,16,26.47,12.6316,11
3542,Chinese Wall,Misto,0.95,0.50,0.050,32,25.88,14.1750,3
3543,Chinese Wall,Misto,0.95,0.50,0.050,64,26.06,14.5574,1
3544,Chinese Wall,Misto,0.95,0.50,0.050,128,26.13,16.0417,1
3545,Chinese Wall,Misto,0.95,0.50,0.100,16,25.88,14.0988,3
3546,Chinese Wall,Misto,0.95,0.50,0.100,32,26.05,14.7049,1
3547,Chinese Wall,Misto,0.95,0.50,0.100,64,26.12,16.0417,4
3548,Chinese Wall,Misto,0.95,0.50,0.100,128,27.39,17.1463,1
3549,Chinese Wall,Misto,0.95,0.50,0.160,16,25.91,14.8209,2
3550,Chinese Wall,Misto,0.95,0.50,0.160,32,25.92,16.4808,1
3551,Chinese Wall,Misto,0.95,0.50,0.160,64,25.81,17.2046,1
3552,Chinese Wall,Misto,0.95,0.50,0.160,128,26.48,16.7949,0
3553,Chinese Wall,Misto,0.95,0.75,0.020,16,26.72,12.0873,80
3554,Chinese Wall,Misto,0.95,0.75,0.020,32,26.81,12.9693,17
3555,Chinese Wall,Misto,0.95,0.75,0.020,64,26.09,13.3592,9
3556,Chinese Wall,Misto,0.95,0.75,0.020,128,25.95,14.8209,2
3557,Chinese Wall,Misto,0.95,0.75,0.050,16,26.49,12.4444,14
3558,Chinese Wall,Misto,0.95,0.75,0.050,32,25.88,14.1750,3
3559,Chinese Wall,Misto,0.95,0.75,0.050,64,26.06,14.5574,1
3560,Chinese Wall,Misto,0.95,0.75,0.050,128,26.13,16.0417,1
3561,Chinese Wall,Misto,0.95,0.75,0.100,16,25.88,14.0988,6
3562,Chinese Wall,Misto,0.95,0.75,0.100,32,26.05,14.7049,1
3563,Chinese Wall,Misto,0.95,0.75,0.100,64,26.12,16.0417,1
3564,Chinese Wall,Misto,0.95,0.75,0.100,128,27.39,17.1463,1
3565,Chinese Wall,Misto,0.95,0.75,0.160,16,25.91,14.8209,1
3566,Chinese Wall,Misto,0.95,0.75,0.160,32,25.88,16.4423,1
3567,Chinese Wall,Misto,0.95,0.75,0.160,64,25.75,16.4130,1
3568,Chinese Wall,Misto,0.95,0.75,0.160,128,26.48,16.7949,0
3569,Chinese Wall,Misto,0.95,1.00,0.020,16,26.25,6.4428,381
3570,Chinese Wall,Misto,0.95,1.00,0.020,32,25.88,6.6149,43
3571,Chinese Wall,Misto,0.95,1.00,0.020,64,26.03,12.5413,14
3572,Chinese Wall,Misto,0.95,1.00,0.020,128,25.80,14.5294,3
3573,Chinese Wall,Misto,0.95,1.00,0.050,16,26.35,10.6774,29
3574,Chinese Wall,Misto,0.95,1.00,0.050,32,25.80,13.6145,5
3575,Chinese Wall,Misto,0.95,1.00,0.050,64,25.69,8.4808,2
3576,Chinese Wall,Misto,0.95,1.00,0.050,128,25.86,15.6531,1
3577,Chinese Wall,Misto,0.95,1.00,0.100,16,25.82,13.5476,5
3578,Chinese Wall,Misto,0.95,1.00,0.100,32,25.68,8.4762,2
3579,Chinese Wall,Misto,0.95,1.00,0.100,64,25.85,15.6531,4
3580,Chinese Wall,Misto,0.95,1.00,0.100,128,27.15,16.2093,1
3581,Chinese Wall,Misto,0.95,1.00,0.160,16,25.77,14.5294,2
3582,Chinese Wall,Misto,0.95,1.00,0.160,32,25.62,16.2500,1
3583,Chinese Wall,Misto,0.95,1.00,0.160,64,26.00,13.6731,1
3584,Chinese Wall,Misto,0.95,1.00,0.160,128,26.48,16.7949,0
3585,Boulder,Misto,0.50,0.01,0.020,16,28.15,10.6975,143
3586,Boulder,Misto,0.50,0.01,0.020,32,27.11,7.6124,30
3587,Boulder,Misto,0.50,0.01,0.020,64,26.22,13.9674,5
3588,Boulder,Misto,0.50,0.01,0.020,128,25.47,16.5385,3
3589,Boulder,Misto,0.50,0.01,0.050,16,27.51,12.7520,15
3590,Boulder,Misto,0.50,0.01,0.050,32,25.78,11.6296,3
3591,Boulder,Misto,0.50,0.01,0.050,64,25.48,14.8068,2
3592,Boulder,Misto,0.50,0.01,0.050,128,25.24,15.9737,1
3593,Boulder,Misto,0.50,0.01,0.100,16,25.74,12.5200,7
3594,Boulder,Misto,0.50,0.01,0.100,32,25.25,14.3034,2
3595,Boulder,Misto,0.50,0.01,0.100,64,25.23,15.9737,1
3596,Boulder,Misto,0.50,0.01,0.100,128,30.10,15.9877,2
3597,Boulder,Misto,0.50,0.01,0.160,16,25.48,17.0357,3
3598,Boulder,Misto,0.50,0.01,0.160,32,26.12,16.9280,5
3599,Boulder,Misto,0.50,0.01,0.160,64,25.87,15.7125,2
3600,Boulder,Misto,0.50,0.01,0.160,128,30.28,15.9146,1
3601,Boulder,Misto,0.50,0.50,0.020,16,28.26,10.4739,139
3602,Boulder,Misto,0.50,0.50,0.020,32,27.11,7.6124,33
3603,Boulder,Misto,0.50,0.50,0.020,64,26.31,14.0000,5
3604,Boulder,Misto,0.50,0.50,0.020,128,25.44,16.6264,3
3605,Boulder,Misto,0.50,0.50,0.050,16,27.50,12.7760,16
3606,Boulder,Misto,0.50,0.50,0.050,32,25.77,11.2143,4
3607,Boulder,Misto,0.50,0.50,0.050,64,25.59,15.2614,2
3608,Boulder,Misto,0.50,0.50,0.050,128,25.22,16.0526,1
3609,Boulder,Misto,0.50,0.50,0.100,16,25.74,12.5200,3
3610,Boulder,Misto,0.50,0.50,0.100,32,25.28,14.1444,2
3611,Boulder,Misto,0.50,0.50,0.100,64,25.21,16.0526,1
3612,Boulder,Misto,0.50,0.50,0.100,128,30.10,15.9877,2
3613,Boulder,Misto,0.50,0.50,0.160,16,25.48,17.0357,3
3614,Boulder,Misto,0.50,0.50,0.160,32,26.12,16.9280,10
3615,Boulder,Misto,0.50,0.50,0.160,64,25.87,15.7125,2
3616,Boulder,Misto,0.50,0.50,0.160,128,30.28,15.9146,1
3617,Boulder,Misto,0.50,0.75,0.020,16,28.11,10.4739,354
3618,Boulder,Misto,0.50,0.75,0.020,32,25.69,7.0337,42
3619,Boulder,Misto,0.50,0.75,0.020,64,26.16,13.9457,9
3620,Boulder,Misto,0.50,0.75,0.020,128,25.44,16.6264,4
3621,Boulder,Misto,0.50,0.75,0.050,16,27.52,11.2979,34
3622,Boulder,Misto,0.50,0.75,0.050,32,25.91,10.8276,5
3623,Boulder,Misto,0.50,0.75,0.050,64,25.57,15.2614,3
3624,Boulder,Misto,0.50,0.75,0.050,128,24.52,5.2727,2
3625,Boulder,Misto,0.50,0.75,0.100,16,25.74,12.5200,9
3626,Boulder,Misto,0.50,0.75,0.100,32,25.56,15.2135,3
3627,Boulder,Misto,0.50,0.75,0.100,64,24.51,5.2727,2
3628,Boulder,Misto,0.50,0.75,0.100,128,30.10,15.9877,2
3629,Boulder,Misto,0.50,0.75,0.160,16,25.48,17.0357,3
3630,Boulder,Misto,0.50,0.75,0.160,32,26.12,16.9280,10
3631,Boulder,Misto,0.50,0.75,0.160,64,25.87,15.7125,2
3632,Boulder,Misto,0.50,0.75,0.160,128,28.29,6.6810,2
3633,Boulder,Misto,0.50,1.00,0.020,16,25.16,4.8456,529
3634,Boulder,Misto,0.50,1.00,0.020,32,25.01,6.1700,56
3635,Boulder,Misto,0.50,1.00,0.020,64,24.80,7.3176,17
3636,Boulder,Misto,0.50,1.00,0.020,128,24.07,8.4702,3
3637,Boulder,Misto,0.50,1.00,0.050,16,24.93,6.0602,46
3638,Boulder,Misto,0.50,1.00,0.050,32,24.38,6.1415,7
3639,Boulder,Misto,0.50,1.00,0.050,64,24.12,9.1181,3
3640,Boulder,Misto,0.50,1.00,0.050,128,23.26,7.8252,6
3641,Boulder,Misto,0.50,1.00,0.100,16,24.52,5.9364,7
3642,Boulder,Misto,0.50,1.00,0.100,32,24.11,9.0938,3
3643,Boulder,Misto,0.50,1.00,0.100,64,23.26,7.8252,2
3644,Boulder,Misto,0.50,1.00,0.100,128,27.97,7.1364,2
3645,Boulder,Misto,0.50,1.00,0.160,16,24.02,8.5874,8
3646,Boulder,Misto,0.50,1.00,0.160,32,23.81,9.5404,2
3647,Boulder,Misto,0.50,1.00,0.160,64,24.46,7.2692,2
3648,Boulder,Misto,0.50,1.00,0.160,128,28.29,6.6810,2
3649,Boulder,Misto,0.75,0.01,0.020,16,28.15,10.6975,142
3650,Boulder,Misto,0.75,0.01,0.020,32,27.11,7.6124,35
3651,Boulder,Misto,0.75,0.01,0.020,64,26.22,13.9674,5
3652,Boulder,Misto,0.75,0.01,0.020,128,25.47,16.5385,3
3653,Boulder,Misto,0.75,0.01,0.050,16,27.51,12.7520,15
3654,Boulder,Misto,0.75,0.01,0.050,32,25.78,11.6296,3
3655,Boulder,Misto,0.75,0.01,0.050,64,25.48,14.8068,2
3656,Boulder,Misto,0.75,0.01,0.050,128,25.24,15.9737,6
3657,Boulder,Misto,0.75,0.01,0.100,16,25.74,12.5200,3
3658,Boulder,Misto,0.75,0.01,0.100,32,25.25,14.3034,2
3659,Boulder,Misto,0.75,0.01,0.100,64,25.23,15.9737,1
3660,Boulder,Misto,0.75,0.01,0.100,128,30.10,15.9877,2
3661,Boulder,Misto,0.75,0.01,0.160,16,25.48,17.0357,7
3662,Boulder,Misto,0.75,0.01,0.160,32,26.12,16.9280,2
3663,Boulder,Misto,0.75,0.01,0.160,64,25.87,15.7125,2
3664,Boulder,Misto,0.75,0.01,0.160,128,30.28,15.9146,1
3665,Boulder,Misto,0.75,0.50,0.020,16,28.26,10.4739,139
3666,Boulder,Misto,0.75,0.50,0.020,32,27.11,7.6124,31
3667,Boulder,Misto,0.75,0.50,0.020,64,26.31,14.0000,6
3668,Boulder,Misto,0.75,0.50,0.020,128,25.44,16.6264,3
3669,Boulder,Misto,0.75,0.50,0.050,16,27.50,12.7760,16
3670,Boulder,Misto,0.75,0.50,0.050,32,25.77,11.2143,4
3671,Boulder,Misto,0.75,0.50,0.050,64,25.59,15.2614,5
3672,Boulder,Misto,0.75,0.50,0.050,128,25.22,16.0526,1
3673,Boulder,Misto,0.75,0.50,0.100,16,25.74,12.5200,3
3674,Boulder,Misto,0.75,0.50,0.100,32,25.28,14.1444,2
3675,Boulder,Misto,0.75,0.50,0.100,64,25.21,16.0526,1
3676,Boulder,Misto,0.75,0.50,0.100,128,30.10,15.9877,5
3677,Boulder,Misto,0.75,0.50,0.160,16,25.48,17.0357,3
3678,Boulder,Misto,0.75,0.50,0.160,32,26.12,16.9280,2
3679,Boulder,Misto,0.75,0.50,0.160,64,25.87,15.7125,2
3680,Boulder,Misto,0.75,0.50,0.160,128,30.28,15.9146,1
3681,Boulder,Misto,0.75,0.75,0.020,16,28.11,10.4739,310
3682,Boulder,Misto,0.75,0.75,0.020,32,25.69,7.0337,36
3683,Boulder,Misto,0.75,0.75,0.020,64,26.16,13.9457,9
3684,Boulder,Misto,0.75,0.75,0.020,128,25.44,16.6264,4
3685,Boulder,Misto,0.75,0.75,0.050,16,27.52,11.2979,27
3686,Boulder,Misto,0.75,0.75,0.050,32,25.91,10.8276,5
3687,Boulder,Misto,0.75,0.75,0.050,64,25.57,15.2614,3
3688,Boulder,Misto,0.75,0.75,0.050,128,24.52,5.2727,6
3689,Boulder,Misto,0.75,0.75,0.100,16,25.74,12.5200,5
3690,Boulder,Misto,0.75,0.75,0.100,32,25.56,15.2135,3
3691,Boulder,Misto,0.75,0.75,0.100,64,24.51,5.2727,2
3692,Boulder,Misto,0.75,0.75,0.100,128,30.10,15.9877,5
3693,Boulder,Misto,0.75,0.75,0.160,16,25.48,17.0357,4
3694,Boulder,Misto,0.75,0.75,0.160,32,26.12,16.9280,2
3695,Boulder,Misto,0.75,0.75,0.160,64,25.87,15.7125,2
3696,Boulder,Misto,0.75,0.75,0.160,128,28.29,6.6810,2
3697,Boulder,Misto,0.75,1.00,0.020,16,25.16,4.8456,523
3698,Boulder,Misto,0.75,1.00,0.020,32,25.01,6.1700,62
3699,Boulder,Misto,0.75,1.00,0.020,64,24.80,7.3176,14
3700,Boulder,Misto,0.75,1.00,0.020,128,24.07,8.4702,4
3701,Boulder,Misto,0.75,1.00,0.050,16,24.93,6.0602,46
3702,Boulder,Misto,0.75,1.00,0.050,32,24.38,6.1415,7
3703,Boulder,Misto,0.75,1.00,0.050,64,24.12,9.1181,3
3704,Boulder,Misto,0.75,1.00,0.050,128,23.26,7.8252,6
3705,Boulder,Misto,0.75,1.00,0.100,16,24.52,5.9364,7
3706,Boulder,Misto,0.75,1.00,0.100,32,24.11,9.0938,3
3707,Boulder,Misto,0.75,1.00,0.100,64,23.26,7.8252,2
3708,Boulder,Misto,0.75,1.00,0.100,128,27.97,7.1364,2
3709,Boulder,Misto,0.75,1.00,0.160,16,24.02,8.5874,3
3710,Boulder,Misto,0.75,1.00,0.160,32,23.81,9.5404,3
3711,Boulder,Misto,0.75,1.00,0.160,64,24.46,7.2692,2
3712,Boulder,Misto,0.75,1.00,0.160,128,28.29,6.6810,2
3713,Boulder,Misto,0.90,0.01,0.020,16,28.15,10.6975,157
3714,Boulder,Misto,0.90,0.01,0.020,32,27.11,7.6124,33
3715,Boulder,Misto,0.90,0.01,0.020,64,26.22,13.9674,5
3716,Boulder,Misto,0.90,0.01,0.020,128,25.45,16.5824,6
3717,Boulder,Misto,0.90,0.01,0.050,16,27.50,12.7520,16
3718,Boulder,Misto,0.90,0.01,0.050,32,25.84,11.2143,3
3719,Boulder,Misto,0.90,0.01,0.050,64,25.48,14.8068,2
3720,Boulder,Misto,0.90,0.01,0.050,128,25.24,15.9737,1
3721,Boulder,Misto,0.90,0.01,0.100,16,25.74,12.5200,3
3722,Boulder,Misto,0.90,0.01,0.100,32,25.47,14.7079,9
3723,Boulder,Misto,0.90,0.01,0.100,64,25.23,15.9737,1
3724,Boulder,Misto,0.90,0.01,0.100,128,30.10,15.9877,2
3725,Boulder,Misto,0.90,0.01,0.160,16,25.48,17.0357,3
3726,Boulder,Misto,0.90,0.01,0.160,32,26.12,16.9280,2
3727,Boulder,Misto,0.90,0.01,0.160,64,25.87,15.7125,5
3728,Boulder,Misto,0.90,0.01,0.160,128,30.28,15.9146,1
3729,Boulder,Misto,0.90,0.50,0.020,16,28.28,10.5474,165
3730,Boulder,Misto,0.90,0.50,0.020,32,27.11,7.6124,30
3731,Boulder,Misto,0.90,0.50,0.020,64,26.31,14.0000,6
3732,Boulder,Misto,0.90,0.50,0.020,128,25.44,16.6264,3
3733,Boulder,Misto,0.90,0.50,0.050,16,27.50,12.7760,21
3734,Boulder,Misto,0.90,0.50,0.050,32,25.82,11.2143,4
3735,Boulder,Misto,0.90,0.50,0.050,64,25.48,14.8068,2
3736,Boulder,Misto,0.90,0.50,0.050,128,25.22,16.0526,2
3737,Boulder,Misto,0.90,0.50,0.100,16,25.74,12.5200,4
3738,Boulder,Misto,0.90,0.50,0.100,32,25.47,14.7079,2
3739,Boulder,Misto,0.90,0.50,0.100,64,25.21,16.0526,1
3740,Boulder,Misto,0.90,0.50,0.100,128,30.10,15.9877,5
3741,Boulder,Misto,0.90,0.50,0.160,16,25.48,17.0357,3
3742,Boulder,Misto,0.90,0.50,0.160,32,26.12,16.9280,2
3743,Boulder,Misto,0.90,0.50,0.160,64,25.87,15.7125,2
3744,Boulder,Misto,0.90,0.50,0.160,128,30.28,15.9146,5
3745,Boulder,Misto,0.90,0.75,0.020,16,28.09,10.4739,316
3746,Boulder,Misto,0.90,0.75,0.020,32,25.90,7.2901,51
3747,Boulder,Misto,0.90,0.75,0.020,64,26.31,14.0000,7
3748,Boulder,Misto,0.90,0.75,0.020,128,25.44,16.6264,3
3749,Boulder,Misto,0.90,0.75,0.050,16,27.50,11.6277,24
3750,Boulder,Misto,0.90,0.75,0.050,32,25.90,10.8276,9
3751,Boulder,Misto,0.90,0.75,0.050,64,25.57,15.2614,3
3752,Boulder,Misto,0.90,0.75,0.050,128,24.52,5.2727,2
3753,Boulder,Misto,0.90,0.75,0.100,16,25.74,12.5200,5
3754,Boulder,Misto,0.90,0.75,0.100,32,25.56,15.2135,7
3755,Boulder,Misto,0.90,0.75,0.100,64,24.51,5.2727,2
3756,Boulder,Misto,0.90,0.75,0.100,128,30.10,15.9877,2
3757,Boulder,Misto,0.90,0.75,0.160,16,25.48,17.0357,3
3758,Boulder,Misto,0.90,0.75,0.160,32,26.12,16.9280,5
